age,calls,activeCalls,sms,data,subscription_a,subscription_b,subscription_c,subscription_d,plan,score
52,6,13,10,32,0,0,0,0,2,113
39,8,17,8,43,0,0,0,0,2,115
45,6,13,12,5,0,0,0,0,2,81
88,4,11,5,7,0,0,0,0,2,115
23,4,17,11,0,0,0,0,0,2,55
57,7,17,0,2,0,0,0,0,2,83
55,6,15,4,5,0,0,0,0,2,85
77,4,11,2,10,0,0,0,0,2,104
84,3,9,8,18,0,0,0,0,2,122
38,6,13,1,33,0,0,0,0,2,91
29,3,3,5,49,0,0,0,0,2,89
25,3,13,2,33,0,0,0,0,2,76
86,3,9,5,12,0,0,0,0,2,115
21,6,17,2,48,0,0,0,0,2,94
74,2,16,4,39,0,0,0,0,2,135
48,9,12,5,41,0,0,0,0,2,115
82,2,6,9,19,0,0,0,0,2,118
53,3,15,1,12,0,0,0,0,2,84
75,2,4,0,24,0,0,0,0,2,105
64,6,12,9,2,0,0,0,0,2,93
32,8,11,7,32,0,0,0,0,2,90
44,2,8,9,42,0,0,0,0,2,105
33,2,17,3,15,0,0,0,0,2,70
72,6,6,0,47,0,0,0,0,2,131
46,4,9,10,22,0,0,0,0,2,91
31,6,8,1,32,0,0,0,0,2,78
80,4,10,4,27,0,0,0,0,2,125
79,2,7,0,36,0,0,0,0,2,124
47,5,10,0,15,0,0,0,0,2,77
54,5,8,11,29,0,0,0,0,2,107
77,4,15,5,12,0,0,0,0,2,113
28,6,9,10,31,0,0,0,0,2,84
81,2,7,4,33,0,0,0,0,2,127
31,8,12,6,50,0,0,0,0,2,107
24,10,16,1,47,0,0,0,0,2,98
46,2,15,7,31,0,0,0,0,2,101
32,3,6,11,4,0,0,0,0,2,56
89,4,5,2,18,0,0,0,0,2,118
35,7,8,10,18,0,0,0,0,2,78
25,5,16,0,50,0,0,0,0,2,96
86,2,7,10,43,0,0,0,0,2,148
35,6,14,0,4,0,0,0,0,2,59
36,10,15,2,16,0,0,0,0,2,79
61,4,14,5,19,0,0,0,0,2,103
46,3,8,11,41,0,0,0,0,2,109
85,4,10,11,3,0,0,0,0,2,113
88,4,8,4,35,0,0,0,0,2,139
52,7,12,5,1,0,0,0,0,2,77
24,9,9,10,42,0,0,0,0,2,94
55,2,2,0,32,0,0,0,0,2,91
75,2,10,8,7,0,0,0,0,2,102
61,5,17,9,45,0,0,0,0,2,137
91,4,11,8,36,0,0,0,0,2,150
32,3,17,8,30,0,0,0,0,2,90
38,7,13,0,24,0,0,0,0,2,82
57,3,9,1,31,0,0,0,0,2,101
28,4,11,9,50,0,0,0,0,2,102
72,6,8,3,4,0,0,0,0,2,93
35,5,17,9,2,0,0,0,0,2,68
83,2,2,10,17,0,0,0,0,2,114
56,4,4,9,10,0,0,0,0,2,83
20,7,17,3,34,0,0,0,0,2,81
81,4,17,7,12,0,0,0,0,2,121
55,5,6,0,42,0,0,0,0,2,108
80,4,5,9,48,0,0,0,0,2,146
80,3,12,5,44,0,0,0,0,2,144
35,3,5,7,33,0,0,0,0,2,83
26,5,11,5,42,0,0,0,0,2,89
45,9,13,5,20,0,0,0,0,2,92
71,3,13,12,42,0,0,0,0,2,141
30,6,10,5,28,0,0,0,0,2,79
62,7,9,3,19,0,0,0,0,2,100
39,8,16,12,19,0,0,0,0,2,94
35,2,5,0,22,0,0,0,0,2,64
90,4,7,8,30,0,0,0,0,2,139
68,3,12,2,46,0,0,0,0,2,131
32,10,17,4,17,0,0,0,0,2,80
33,10,13,9,2,0,0,0,0,2,67
72,5,15,8,12,0,0,0,0,2,112
44,3,11,1,42,0,0,0,0,2,101
70,6,15,12,10,0,0,0,0,2,113
51,3,17,5,43,0,0,0,0,2,119
74,4,13,1,39,0,0,0,0,2,131
74,2,12,5,40,0,0,0,0,2,133
55,2,17,2,17,0,0,0,0,2,93
87,3,13,4,26,0,0,0,0,2,133
33,4,7,6,10,0,0,0,0,2,60
29,2,17,9,6,0,0,0,0,2,63
41,2,17,1,23,0,0,0,0,2,84
42,2,12,6,9,0,0,0,0,2,71
87,3,14,10,42,0,0,0,0,2,156
78,3,16,12,28,0,0,0,0,2,137
70,2,8,3,14,0,0,0,0,2,97
45,2,6,10,8,0,0,0,0,2,71
51,2,6,2,16,0,0,0,0,2,77
80,2,13,0,45,0,0,0,0,2,140
73,7,16,9,12,0,0,0,0,2,117
80,4,17,8,44,0,0,0,0,2,153
81,3,3,3,28,0,0,0,0,2,118
86,4,5,12,19,0,0,0,0,2,126
25,6,10,11,33,0,0,0,0,2,85
48,9,12,11,12,0,0,0,0,2,92
53,2,5,6,39,0,0,0,0,2,105
54,5,13,9,44,0,0,0,0,2,125
28,6,6,7,31,0,0,0,0,2,78
30,2,8,11,8,0,0,0,0,2,59
54,4,17,4,39,0,0,0,0,2,118
74,4,13,1,37,0,0,0,0,2,129
77,4,6,0,18,0,0,0,0,2,105
85,3,9,11,4,0,0,0,0,2,112
81,2,7,11,43,0,0,0,0,2,144
27,8,8,12,41,0,0,0,0,2,96
41,10,15,2,37,0,0,0,0,2,105
45,7,16,11,12,0,0,0,0,2,91
69,5,17,5,7,0,0,0,0,2,103
19,9,17,7,49,0,0,0,0,2,101
41,7,16,10,13,0,0,0,0,2,87
74,3,17,11,22,0,0,0,0,2,127
28,8,16,12,47,0,0,0,0,2,111
32,2,3,11,22,0,0,0,0,2,70
63,6,12,4,18,0,0,0,0,2,103
89,2,6,4,14,0,0,0,0,2,115
54,6,12,8,37,0,0,0,0,2,117
32,7,8,8,32,0,0,0,0,2,87
87,4,15,8,39,0,0,0,0,2,153
43,8,16,2,11,0,0,0,0,2,80
54,4,15,12,38,0,0,0,0,2,123
28,4,7,7,39,0,0,0,0,2,85
64,7,7,4,28,0,0,0,0,2,110
56,6,12,3,9,0,0,0,0,2,86
71,3,8,5,6,0,0,0,0,2,93
69,3,3,3,8,0,0,0,0,2,86
72,2,5,3,49,0,0,0,0,2,131
35,4,15,4,18,0,0,0,0,2,76
52,6,13,9,38,0,0,0,0,2,118
36,7,8,11,20,0,0,0,0,2,82
52,3,7,9,29,0,0,0,0,2,100
19,10,11,8,19,0,0,0,0,2,67
41,9,14,3,47,0,0,0,0,2,114
55,3,15,12,41,0,0,0,0,2,126
79,2,15,0,38,0,0,0,0,2,134
89,2,15,4,35,0,0,0,0,2,145
22,5,13,7,50,0,0,0,0,2,97
27,8,10,7,45,0,0,0,0,2,97
60,4,12,3,44,0,0,0,0,2,123
41,10,16,1,37,0,0,0,0,2,105
22,3,4,7,9,0,0,0,0,2,45
40,10,12,6,7,0,0,0,0,2,75
81,4,7,11,5,0,0,0,0,2,108
22,6,9,6,38,0,0,0,0,2,81
73,4,8,2,35,0,0,0,0,2,122
87,2,14,1,22,0,0,0,0,2,126
61,5,12,5,4,0,0,0,0,2,87
37,3,14,5,8,0,0,0,0,2,67
62,4,15,5,12,0,0,0,0,2,98
59,5,10,2,0,0,0,0,0,2,76
32,6,13,11,34,0,0,0,0,2,96
64,6,14,7,17,0,0,0,0,2,108
74,2,12,1,1,0,0,0,0,2,90
81,3,6,2,36,0,0,0,0,2,128
67,3,9,10,26,0,0,0,0,2,115
77,2,17,10,33,0,0,0,0,2,139
81,3,8,6,22,0,0,0,0,2,120
35,6,12,1,12,0,0,0,0,2,66
48,3,15,2,18,0,0,0,0,2,86
77,3,9,3,16,0,0,0,0,2,108
71,6,17,11,20,0,0,0,0,2,125
60,6,17,3,12,0,0,0,0,2,98
27,8,13,10,47,0,0,0,0,2,105
41,7,15,2,9,0,0,0,0,2,74
24,3,7,1,31,0,0,0,0,2,66
62,7,7,6,10,0,0,0,0,2,92
76,4,8,2,24,0,0,0,0,2,114
51,6,15,9,6,0,0,0,0,2,87
31,9,12,9,29,0,0,0,0,2,90
81,3,3,2,33,0,0,0,0,2,122
63,3,9,10,49,0,0,0,0,2,134
21,8,11,1,13,0,0,0,0,2,54
59,5,7,12,50,0,0,0,0,2,133
40,6,10,9,11,0,0,0,0,2,76
57,5,9,7,22,0,0,0,0,2,100
86,3,13,1,11,0,0,0,0,2,114
29,10,17,12,5,0,0,0,0,2,73
43,7,10,2,31,0,0,0,0,2,93
22,5,6,3,40,0,0,0,0,2,76
27,2,15,11,21,0,0,0,0,2,76
31,5,17,6,22,0,0,0,0,2,81
35,10,14,10,37,0,0,0,0,2,106
48,10,13,7,14,0,0,0,0,2,92
88,2,2,3,49,0,0,0,0,2,144
59,5,13,2,21,0,0,0,0,2,100
19,8,12,6,19,0,0,0,0,2,64
50,7,7,9,11,0,0,0,0,2,84
88,3,6,7,2,0,0,0,0,2,106
62,2,7,10,37,0,0,0,0,2,118
91,3,15,3,14,0,0,0,0,2,126
31,2,5,6,41,0,0,0,0,2,85
22,5,7,2,14,0,0,0,0,2,50
50,6,11,8,19,0,0,0,0,2,94
53,5,16,0,2,0,0,0,0,2,76
26,4,6,7,13,0,0,0,0,2,56
63,4,14,5,36,0,0,0,0,2,122
43,4,12,10,48,0,0,0,0,2,117
76,2,11,11,36,0,0,0,0,2,136
68,5,8,11,32,0,0,0,0,2,124
75,2,14,7,29,0,0,0,0,2,127
52,5,10,2,34,0,0,0,0,2,103
53,4,10,1,26,0,0,0,0,2,94
42,5,5,2,8,0,0,0,0,2,62
76,2,5,9,8,0,0,0,0,2,100
86,4,9,0,8,0,0,0,0,2,107
34,5,13,0,10,0,0,0,0,2,62
20,4,13,4,24,0,0,0,0,2,65
53,6,8,2,14,0,0,0,0,2,83
39,2,7,7,46,0,0,0,0,2,101
33,4,4,5,41,0,0,0,0,2,87
30,5,5,3,1,0,0,0,0,2,44
34,7,16,7,42,0,0,0,0,2,106
78,4,5,1,50,0,0,0,0,2,138
70,6,16,11,35,0,0,0,0,2,138
65,5,14,8,22,0,0,0,0,2,114
81,4,5,1,19,0,0,0,0,2,110
19,4,9,8,40,0,0,0,0,2,80
54,3,5,1,43,0,0,0,0,2,106
74,4,8,8,23,0,0,0,0,2,117
83,4,12,1,25,0,0,0,0,2,125
63,6,14,6,25,0,0,0,0,2,114
75,2,8,3,38,0,0,0,0,2,126
85,2,2,3,44,0,0,0,0,2,136
40,8,9,9,29,0,0,0,0,2,95
22,4,6,4,29,0,0,0,0,2,65
50,4,4,7,15,0,0,0,0,2,80
90,4,6,1,32,0,0,0,0,2,133
65,6,12,7,9,0,0,0,0,2,99
23,4,15,9,22,0,0,0,0,2,73
85,3,16,2,39,0,0,0,0,2,145
75,4,16,4,46,0,0,0,0,2,145
70,2,10,1,40,0,0,0,0,2,123
19,10,11,4,46,0,0,0,0,2,90
79,3,16,2,38,0,0,0,0,2,138
64,2,5,7,19,0,0,0,0,2,97
70,3,9,12,21,0,0,0,0,2,115
33,2,9,9,35,0,0,0,0,2,88
27,2,15,6,5,0,0,0,0,2,55
85,3,9,8,43,0,0,0,0,2,148
51,3,6,5,32,0,0,0,0,2,97
81,4,17,4,4,0,0,0,0,2,110
37,7,12,0,27,0,0,0,0,2,83
63,6,8,10,38,0,0,0,0,2,125
63,2,13,12,19,0,0,0,0,2,109
87,2,12,9,4,0,0,0,0,2,114
44,3,10,8,43,0,0,0,0,2,108
85,4,12,12,47,0,0,0,0,2,160
61,5,14,11,4,0,0,0,0,2,95
24,4,8,4,10,0,0,0,0,2,50
51,3,11,9,12,0,0,0,0,2,86
20,6,6,6,50,0,0,0,0,2,88
74,2,7,1,22,0,0,0,0,2,106
50,6,16,0,32,0,0,0,0,2,104
72,2,2,8,50,0,0,0,0,2,134
25,10,17,6,13,0,0,0,0,2,71
49,5,12,8,48,0,0,0,0,2,122
78,4,16,1,21,0,0,0,0,2,120
21,7,9,2,8,0,0,0,0,2,47
42,5,14,11,27,0,0,0,0,2,99
40,9,11,7,13,0,0,0,0,2,80
25,9,14,7,47,0,0,0,0,2,102
75,2,17,11,18,0,0,0,0,2,123
56,2,15,6,49,0,0,0,0,2,128
22,5,16,5,10,0,0,0,0,2,58
39,9,10,6,33,0,0,0,0,2,97
33,3,3,4,17,0,0,0,0,2,60
61,3,15,3,50,0,0,0,0,2,132
67,4,17,10,44,0,0,0,0,2,142
71,6,6,5,12,0,0,0,0,2,100
48,2,14,5,16,0,0,0,0,2,85
78,4,7,12,24,0,0,0,0,2,125
45,2,3,9,21,0,0,0,0,2,80
26,2,2,6,44,0,0,0,0,2,80
24,5,11,4,14,0,0,0,0,2,58
72,5,12,0,14,0,0,0,0,2,103
68,2,16,9,4,0,0,0,0,2,99
39,10,15,0,23,0,0,0,0,2,87
62,3,3,1,49,0,0,0,0,2,118
60,6,13,5,41,0,0,0,0,2,125
64,7,8,8,33,0,0,0,0,2,120
88,3,13,11,22,0,0,0,0,2,137
70,6,15,1,4,0,0,0,0,2,96
59,7,12,0,6,0,0,0,0,2,84
53,5,10,11,13,0,0,0,0,2,92
34,3,14,11,14,0,0,0,0,2,76
30,4,7,4,35,0,0,0,0,2,80
87,4,14,1,6,0,0,0,0,2,112
83,3,7,12,26,0,0,0,0,2,131
56,6,6,12,12,0,0,0,0,2,92
63,4,12,2,11,0,0,0,0,2,92
30,4,13,5,46,0,0,0,0,2,98
37,9,12,6,23,0,0,0,0,2,87
79,2,7,4,22,0,0,0,0,2,114
43,8,11,0,24,0,0,0,0,2,86
62,6,15,2,12,0,0,0,0,2,97
39,3,11,7,25,0,0,0,0,2,85
50,5,9,3,48,0,0,0,0,2,115
54,4,10,9,30,0,0,0,0,2,107
43,4,9,0,1,0,0,0,0,2,57
24,6,15,2,14,0,0,0,0,2,61
20,7,7,3,37,0,0,0,0,2,74
52,2,6,11,17,0,0,0,0,2,88
72,5,15,7,33,0,0,0,0,2,132
58,2,10,2,47,0,0,0,0,2,119
64,4,12,10,17,0,0,0,0,2,107
58,5,17,3,6,0,0,0,0,2,89
85,4,11,1,18,0,0,0,0,2,119
51,6,13,1,33,0,0,0,0,2,104
86,4,12,2,6,0,0,0,0,2,110
41,8,10,0,24,0,0,0,0,2,83
35,5,9,6,7,0,0,0,0,2,62
29,5,12,4,40,0,0,0,0,2,90
53,4,10,2,32,0,0,0,0,2,101
27,6,12,2,40,0,0,0,0,2,87
87,4,14,4,14,0,0,0,0,2,123
43,6,13,4,9,0,0,0,0,2,75
49,6,6,9,43,0,0,0,0,2,113
83,2,6,6,15,0,0,0,0,2,112
23,10,14,3,29,0,0,0,0,2,79
50,4,9,9,22,0,0,0,0,2,94
46,8,17,6,20,0,0,0,0,2,97
91,2,10,7,14,0,0,0,0,2,124
60,2,2,1,44,0,0,0,0,2,109
75,2,14,0,20,0,0,0,0,2,111
62,4,4,0,39,0,0,0,0,2,109
62,2,5,6,8,0,0,0,0,2,83
54,4,10,3,31,0,0,0,0,2,102
26,7,17,3,23,0,0,0,0,2,76
42,7,7,0,43,0,0,0,0,2,99
71,2,14,11,3,0,0,0,0,2,101
29,9,13,3,16,0,0,0,0,2,70
32,2,5,11,9,0,0,0,0,2,59
32,5,5,7,34,0,0,0,0,2,83
77,4,7,7,19,0,0,0,0,2,114
86,4,16,2,47,0,0,0,0,2,155
31,3,9,0,48,0,0,0,0,2,91
19,10,16,8,38,0,0,0,0,2,91
51,7,7,5,48,0,0,0,0,2,118
72,2,3,10,40,0,0,0,0,2,127
84,2,5,10,8,0,0,0,0,2,109
85,4,11,8,19,0,0,0,0,2,127
38,2,14,1,17,0,0,0,0,2,72
91,3,14,11,17,0,0,0,0,2,136
48,9,9,1,0,0,0,0,0,2,67
48,2,2,1,38,0,0,0,0,2,91
59,3,13,8,2,0,0,0,0,2,85
64,4,8,4,49,0,0,0,0,2,129
77,3,3,9,35,0,0,0,0,2,127
67,6,8,3,25,0,0,0,0,2,109
40,3,15,3,10,0,0,0,0,2,71
18,9,17,2,13,0,0,0,0,2,59
47,7,10,7,27,0,0,0,0,2,98
43,5,5,5,2,0,0,0,0,2,60
42,8,8,1,25,0,0,0,0,2,84
32,6,10,10,16,0,0,0,0,2,74
60,2,6,11,2,0,0,0,0,2,81
73,5,14,9,31,0,0,0,0,2,132
29,7,15,6,50,0,0,0,0,2,107
83,3,11,4,24,0,0,0,0,2,125
19,8,14,4,27,0,0,0,0,2,72
22,8,14,6,4,0,0,0,0,2,54
28,7,11,12,13,0,0,0,0,2,71
25,3,13,5,45,0,0,0,0,2,91
48,2,8,8,13,0,0,0,0,2,79
30,7,10,3,28,0,0,0,0,2,78
91,2,16,5,23,0,0,0,0,2,137
81,4,8,4,23,0,0,0,0,2,120
62,2,9,8,38,0,0,0,0,2,119
51,7,8,7,48,0,0,0,0,2,121
39,9,12,5,32,0,0,0,0,2,97
89,4,15,2,22,0,0,0,0,2,132
42,8,14,0,17,0,0,0,0,2,81
33,3,3,8,46,0,0,0,0,2,93
69,2,12,5,38,0,0,0,0,2,126
86,2,3,8,25,0,0,0,0,2,124
61,7,16,5,15,0,0,0,0,2,104
83,2,15,6,6,0,0,0,0,2,112
37,8,11,12,28,0,0,0,0,2,96
18,10,16,12,28,0,0,0,0,2,84
59,4,15,3,50,0,0,0,0,2,131
56,5,13,7,35,0,0,0,0,2,116
33,8,9,4,34,0,0,0,0,2,88
78,3,7,0,43,0,0,0,0,2,131
51,7,9,10,7,0,0,0,0,2,84
85,3,13,11,26,0,0,0,0,2,138
83,4,5,0,42,0,0,0,0,2,134
31,8,8,1,6,0,0,0,0,2,54
42,4,7,4,30,0,0,0,0,2,87
43,2,9,8,33,0,0,0,0,2,95
43,6,14,5,4,0,0,0,0,2,72
31,4,5,2,35,0,0,0,0,2,77
80,3,9,5,20,0,0,0,0,2,117
45,6,11,11,24,0,0,0,0,2,97
64,5,6,11,7,0,0,0,0,2,93
52,5,17,4,48,0,0,0,0,2,126
36,10,14,9,1,0,0,0,0,2,70
62,3,12,10,23,0,0,0,0,2,110
62,6,15,2,50,0,0,0,0,2,135
59,3,14,1,3,0,0,0,0,2,80
36,9,13,11,34,0,0,0,0,2,103
44,7,17,7,33,0,0,0,0,2,108
32,4,12,9,19,0,0,0,0,2,76
38,6,7,5,8,0,0,0,0,2,64
82,4,16,3,0,0,0,0,0,2,105
77,4,11,8,9,0,0,0,0,2,109
82,3,10,7,2,0,0,0,0,2,104
35,8,11,6,29,0,0,0,0,2,89
85,3,14,8,2,0,0,0,0,2,112
71,2,13,12,3,0,0,0,0,2,101
90,4,6,6,6,0,0,0,0,2,112
34,4,5,10,36,0,0,0,0,2,89
81,4,8,5,46,0,0,0,0,2,144
19,5,8,10,14,0,0,0,0,2,56
84,3,8,10,35,0,0,0,0,2,140
28,4,9,5,4,0,0,0,0,2,50
87,4,16,10,10,0,0,0,0,2,127
86,2,12,12,10,0,0,0,0,2,122
89,2,17,12,42,0,0,0,0,2,162
72,2,5,1,38,0,0,0,0,2,118
73,4,5,5,17,0,0,0,0,2,104
81,2,4,8,27,0,0,0,0,2,122
73,3,14,8,24,0,0,0,0,2,122
60,4,16,6,16,0,0,0,0,2,102
23,9,17,3,2,0,0,0,0,2,54
21,7,17,6,16,0,0,0,0,2,67
70,2,15,11,21,0,0,0,0,2,119
48,6,16,1,5,0,0,0,0,2,76
52,2,6,3,5,0,0,0,0,2,68
59,5,15,2,42,0,0,0,0,2,123
53,7,11,8,0,0,0,0,0,2,79
27,4,15,5,45,0,0,0,0,2,96
64,2,9,3,41,0,0,0,0,2,119
49,5,12,8,10,0,0,0,0,2,84
76,3,6,8,4,0,0,0,0,2,97
33,9,12,5,46,0,0,0,0,2,105
72,6,9,5,45,0,0,0,0,2,137
44,5,5,11,1,0,0,0,0,2,66
59,2,7,0,35,0,0,0,0,2,103
24,5,14,7,32,0,0,0,0,2,82
76,3,12,10,19,0,0,0,0,2,120
68,5,16,8,6,0,0,0,0,2,103
87,2,6,9,42,0,0,0,0,2,146
71,5,12,11,5,0,0,0,0,2,104
34,9,17,11,25,0,0,0,0,2,96
27,2,9,6,21,0,0,0,0,2,65
30,8,16,1,8,0,0,0,0,2,63
48,7,13,5,34,0,0,0,0,2,107
88,4,7,7,41,0,0,0,0,2,147
34,7,11,10,42,0,0,0,0,2,104
63,2,17,9,35,0,0,0,0,2,126
43,3,11,2,42,0,0,0,0,2,101
64,2,10,4,46,0,0,0,0,2,126
65,4,8,12,30,0,0,0,0,2,119
59,3,9,12,8,0,0,0,0,2,91
72,5,5,6,0,0,0,0,0,2,88
77,3,9,6,45,0,0,0,0,2,140
41,9,14,5,38,0,0,0,0,2,107
78,4,4,12,30,0,0,0,0,2,128
80,3,5,1,15,0,0,0,0,2,104
18,8,13,4,41,0,0,0,0,2,84
75,3,11,5,46,0,0,0,0,2,140
83,2,11,8,20,0,0,0,0,2,124
53,5,11,5,26,0,0,0,0,2,100
90,2,10,10,10,0,0,0,0,2,122
36,10,17,6,31,0,0,0,0,2,100
75,4,8,7,6,0,0,0,0,2,100
26,10,10,12,11,0,0,0,0,2,69
29,9,11,10,31,0,0,0,0,2,90
32,2,12,5,47,0,0,0,0,2,98
40,2,12,4,29,0,0,0,0,2,87
62,6,8,0,6,0,0,0,0,2,82
65,6,7,12,7,0,0,0,0,2,97
47,8,15,8,15,0,0,0,0,2,93
46,7,10,7,15,0,0,0,0,2,85
31,5,5,11,11,0,0,0,0,2,63
40,4,13,6,14,0,0,0,0,2,77
85,3,4,10,15,0,0,0,0,2,117
83,4,14,4,25,0,0,0,0,2,130
36,4,7,4,11,0,0,0,0,2,62
79,2,15,8,25,0,0,0,0,2,129
62,3,3,0,27,0,0,0,0,2,95
83,2,4,12,5,0,0,0,0,2,106
44,5,15,6,29,0,0,0,0,2,99
87,2,15,11,24,0,0,0,0,2,139
32,9,11,2,12,0,0,0,0,2,66
55,5,12,7,36,0,0,0,0,2,115
79,2,11,1,30,0,0,0,0,2,123
26,6,15,1,25,0,0,0,0,2,73
44,7,13,1,34,0,0,0,0,2,99
86,2,2,2,36,0,0,0,0,2,128
61,5,6,0,23,0,0,0,0,2,95
39,9,10,5,42,0,0,0,0,2,105
78,4,5,0,23,0,0,0,0,2,110
53,4,7,6,40,0,0,0,0,2,110
65,7,12,8,42,0,0,0,0,2,134
35,5,11,1,41,0,0,0,0,2,93
33,9,15,0,32,0,0,0,0,2,89
51,5,14,9,20,0,0,0,0,2,99
48,9,14,6,39,0,0,0,0,2,116
62,3,4,0,8,0,0,0,0,2,77
30,4,8,9,27,0,0,0,0,2,78
20,4,14,8,46,0,0,0,0,2,92
72,5,10,4,29,0,0,0,0,2,120
23,8,8,0,16,0,0,0,0,2,55
84,3,10,2,16,0,0,0,0,2,115
48,5,12,6,24,0,0,0,0,2,95
23,2,8,11,21,0,0,0,0,2,65
62,7,16,4,41,0,0,0,0,2,130
40,6,11,11,45,0,0,0,0,2,113
60,2,13,1,37,0,0,0,0,2,113
70,4,9,9,50,0,0,0,0,2,142
69,7,9,2,47,0,0,0,0,2,134
76,4,14,4,3,0,0,0,0,2,101
90,4,4,2,23,0,0,0,0,2,123
54,2,6,9,13,0,0,0,0,2,84
43,3,3,5,30,0,0,0,0,2,84
63,6,11,11,9,0,0,0,0,2,100
69,6,11,10,45,0,0,0,0,2,141
53,4,17,5,1,0,0,0,0,2,80
56,7,10,0,32,0,0,0,0,2,105
23,5,15,7,4,0,0,0,0,2,54
82,2,8,8,49,0,0,0,0,2,149
45,9,13,3,24,0,0,0,0,2,94
86,3,17,10,33,0,0,0,0,2,149
20,2,12,0,37,0,0,0,0,2,71
72,5,14,12,21,0,0,0,0,2,124
88,4,14,9,44,0,0,0,0,2,159
91,3,3,3,1,0,0,0,0,2,101
63,5,17,7,3,0,0,0,0,2,95
59,5,12,5,36,0,0,0,0,2,117
49,8,8,0,32,0,0,0,0,2,97
83,3,12,10,32,0,0,0,0,2,140
59,4,6,0,28,0,0,0,0,2,97
18,4,13,10,37,0,0,0,0,2,82
89,2,17,11,28,0,0,0,0,2,147
68,3,8,10,19,0,0,0,0,2,108
69,6,17,2,39,0,0,0,0,2,133
29,3,5,11,31,0,0,0,0,2,79
50,7,17,0,46,0,0,0,0,2,120
35,7,7,5,41,0,0,0,0,2,95
57,6,17,3,11,0,0,0,0,2,94
20,2,2,5,23,0,0,0,0,2,52
32,2,13,9,39,0,0,0,0,2,95
90,3,14,3,38,0,0,0,0,2,148
71,3,8,11,48,0,0,0,0,2,141
83,3,17,12,23,0,0,0,0,2,138
49,4,17,2,23,0,0,0,0,2,95
27,10,14,4,3,0,0,0,0,2,58
22,8,10,6,41,0,0,0,0,2,87
21,5,15,9,15,0,0,0,0,2,65
22,3,17,0,7,0,0,0,0,2,49
87,4,7,3,20,0,0,0,0,2,121
69,2,5,10,10,0,0,0,0,2,96
77,2,3,3,41,0,0,0,0,2,126
61,7,7,1,48,0,0,0,0,2,124
67,6,9,7,37,0,0,0,0,2,126
23,10,12,5,11,0,0,0,0,2,61
45,9,12,1,38,0,0,0,0,2,105
34,5,17,2,11,0,0,0,0,2,69
78,3,12,0,24,0,0,0,0,2,117
21,3,10,1,8,0,0,0,0,2,43
79,3,14,7,35,0,0,0,0,2,138
83,2,14,5,3,0,0,0,0,2,107
49,6,15,0,12,0,0,0,0,2,82
39,2,11,3,50,0,0,0,0,2,105
29,5,9,3,20,0,0,0,0,2,66
74,3,9,2,50,0,0,0,0,2,138
76,3,7,4,8,0,0,0,0,2,98
41,10,10,9,0,0,0,0,0,2,70
58,2,8,2,38,0,0,0,0,2,108
57,5,13,2,33,0,0,0,0,2,110
85,3,13,1,6,0,0,0,0,2,108
90,4,8,4,33,0,0,0,0,2,139
48,8,11,6,10,0,0,0,0,2,83
41,2,8,2,38,0,0,0,0,2,91
21,8,14,5,50,0,0,0,0,2,98
70,2,12,9,42,0,0,0,0,2,135
25,10,11,6,46,0,0,0,0,2,98
58,3,11,2,28,0,0,0,0,2,102
78,4,13,7,15,0,0,0,0,2,117
28,3,3,12,1,0,0,0,0,2,47
34,10,15,5,39,0,0,0,0,2,103
34,9,17,1,47,0,0,0,0,2,108
61,5,11,0,4,0,0,0,0,2,81
18,10,12,11,15,0,0,0,0,2,66
31,3,17,8,39,0,0,0,0,2,98
18,7,8,2,33,0,0,0,0,2,68
46,6,7,2,35,0,0,0,0,2,96
72,6,17,11,37,0,0,0,0,2,143
61,7,15,1,1,0,0,0,0,2,85
20,2,9,8,18,0,0,0,0,2,57
51,5,14,3,27,0,0,0,0,2,100
25,5,10,10,25,0,0,0,0,2,75
74,3,17,10,30,0,0,0,0,2,134
65,2,4,6,6,0,0,0,0,2,83
24,10,12,2,0,0,0,0,0,2,48
45,2,12,5,23,0,0,0,0,2,87
37,7,15,2,1,0,0,0,0,2,62
22,4,6,10,38,0,0,0,0,2,80
80,2,15,12,23,0,0,0,0,2,132
21,8,15,0,39,0,0,0,0,2,83
76,4,5,9,29,0,0,0,0,2,123
81,4,15,1,38,0,0,0,0,2,139
84,3,6,5,19,0,0,0,0,2,117
87,4,16,11,12,0,0,0,0,2,130
91,3,16,12,37,0,0,0,0,2,159
70,6,14,3,28,0,0,0,0,2,121
31,9,13,8,6,0,0,0,0,2,67
18,10,10,12,21,0,0,0,0,2,71
77,2,6,1,17,0,0,0,0,2,103
30,10,16,2,44,0,0,0,0,2,102
56,6,7,6,49,0,0,0,0,2,124
44,5,7,12,14,0,0,0,0,2,82
63,2,9,10,28,0,0,0,0,2,112
72,4,12,2,1,0,0,0,0,2,91
51,5,6,9,17,0,0,0,0,2,88
43,2,5,11,8,0,0,0,0,2,69
43,6,8,4,46,0,0,0,0,2,107
54,2,12,3,10,0,0,0,0,2,81
61,4,5,6,50,0,0,0,0,2,126
76,2,3,5,13,0,0,0,0,2,99
21,10,14,5,26,0,0,0,0,2,76
35,5,11,6,39,0,0,0,0,2,96
49,6,10,1,30,0,0,0,0,2,96
42,2,13,9,36,0,0,0,0,2,102
28,3,16,11,41,0,0,0,0,2,99
71,7,17,9,28,0,0,0,0,2,132
32,6,10,4,11,0,0,0,0,2,63
